0.0002	JA
0	JB
0	JC
0	JD
0.0002	JE
0	JF
0	JG
0	JH
0.0003	JI
0	JJ
0	JK
0	JL
0	JM
0	JN
0.0003	JO
0	JP
0	JQ
0	JR
0	JS
0	JT
0.0008	JU
0	JV
0	JW
0	JX
0	JY
0	JZ
0.0006	KA
0.0001	KB
0.0001	KC
0.0001	KD
0.0029	KE
0.0001	KF
0	KG
0.0002	KH
0.0014	KI
0	KJ
0	KK
0.0002	KL
0.0001	KM
0.0009	KN
0.0004	KO
0	KP
0	KQ
0	KR
0.0005	KS
0.0004	KT
0.0001	KU
0	KV
0.0002	KW
0	KX
0.0002	KY
0	KZ
0.004	LA
0.0003	LB
0.0002	LC
0.0036	LD
0.0064	LE
0.001	LF
0.0001	LG
0.0004	LH
0.0047	LI
0	LJ
0.0003	LK
0.0056	LL
0.0004	LM
0.0002	LN
0.0041	LO
0.0003	LP
0	LQ
0.0002	LR
0.0011	LS
0.0015	LT
0.0008	LU
0.0003	LV
0.0005	LW
0	LX
0.0031	LY
0	LZ
0.0044	MA
0.0007	MB
0.0001	MC
0.0001	MD
0.0068	ME
0.0002	MF
0.0001	MG
0.0003	MH
0.0025	MI
0	MJ
0	MK
0.0001	ML
0.0005	MM
0.0002	MN
0.0029	MO
0.0011	MP
0	MQ
0.0003	MR
0.001	MS
0.0009	MT
0.0008	MU
0	MV
0.0004	MW
0	MX
0.0018	MY
0	MZ
0.004	NA
0.0007	NB
0.0025	NC
0.0146	ND
0.0066	NE
0.0008	NF
0.0092	NG
0.0016	NH
0.0033	NI
0.0002	NJ
0.0008	NK
0.0009	NL
0.0007	NM
0.0008	NN
0.006	NO
0.0004	NP
0.0001	NQ
0.0003	NR
0.0033	NS
0.0106	NT
0.0006	NU
0.0002	NV
0.0012	NW
0	NX
0.0011	NY
0	NZ
0.0016	OA
0.0012	OB
0.0013	OC
0.0018	OD
0.0005	OE
0.008	OF
0.0007	OG
0.0011	OH
0.0012	OI
0.0001	OJ
0.0013	OK
0.0026	OL
0.0048	OM
0.0106	ON
0.0036	OO
0.0015	OP
0	OQ
0.0084	OR
0.0028	OS
0.0057	OT
0.0115	OU
0.0012	OV
0.0046	OW
0	OX
0.0005	OY
0.0001	OZ
0.0023	PA
0.0001	PB
0	PC
0	PD
0.003	PE
0.0001	PF
0	PG
0.0003	PH
0.0012	PI
0	PJ
0	PK
0.0015	PL
0.0001	PM
0	PN
0.0021	PO
0.001	PP
0	PQ
0.0018	PR
0.0005	PS
0.0011	PT
0.0006	PU
0	PV
0.0001	PW
0	PX
0.0001	PY
0	PZ
0	QA
0	QB
0	QC
0	QD
0	QE
0	QF
0	QG
0	QH
0	QI
0	QJ
0	QK
0	QL
0	QM
0	QN
0	QO
0	QP
0	QQ
0	QR
0	QS
0	QT
0.0009	QU
0	QV
0	QW
0	QX
0	QY
0	QZ
0.005	RA
0.0007	RB
0.001	RC
0.002	RD
0.0133	RE
0.0008	RF
0.001	RG
0.0012	RH
0.005	RI
0.0001	RJ
0.0008	RK
0.001	RL
0.0014	RM
0.0016	RN
0.0055	RO
0.0006	RP
0	RQ
0.0014	RR
0.0037	RS
0.0042	RT
0.0012	RU
0.0004	RV
0.0011	RW
0	RX
0.0021	RY
0	RZ
0.0067	SA
0.0011	SB
0.0017	SC
0.0007	SD
0.0074	SE
0.0011	SF
0.0004	SG
0.005	SH
0.0049	SI
0.0002	SJ
0.0006	SK
0.0013	SL
0.0012	SM
0.001	SN
0.0057	SO
0.002	SP
0.0002	SQ
0.0004	SR
0.0043	SS
0.0109	ST
0.002	SU
0.0002	SV
0.0024	SW
0	SX
0.0004	SY
0	SZ
0.0059	TA
0.001	TB
0.0011	TC
0.0007	TD
0.0075	TE
0.0009	TF
0.0003	TG
0.033	TH
0.0076	TI
0.0001	TJ
0.0002	TK
0.0017	TL
0.0011	TM
0.0007	TN
0.0115	TO
0.0004	TP
0	TQ
0.0028	TR
0.0034	TS
0.0056	TT
0.0017	TU
0.0001	TV
0.0031	TW
0	TX
0.0016	TY
0	TZ
0.0007	UA
0.0005	UB
0.0012	UC
0.0007	UD
0.0007	UE
0.0002	UF
0.0014	UG
0.0002	UH
0.0008	UI
0	UJ
0.0001	UK
0.0034	UL
0.0008	UM
0.0036	UN
0.0001	UO
0.0016	UP
0	UQ
0.0044	UR
0.0035	US
0.0048	UT
0	UU
0	UV
0.0002	UW
0	UX
0.0001	UY
0	UZ
0.0005	VA
0	VB
0	VC
0	VD
0.0065	VE
0	VF
0	VG
0	VH
0.0011	VI
0	VJ
0	VK
0	VL
0	VM
0	VN
0.0004	VO
0	VP
0	VQ
0	VR
0	VS
0	VT
0	VU
0	VV
0	VW
0	VX
0.0001	VY
0	VZ
0.0066	WA
0.0001	WB
0.0001	WC
0.0002	WD
0.0039	WE
0.0001	WF
0	WG
0.0044	WH
0.0039	WI
0	WJ
0	WK
0.0002	WL
0.0001	WM
0.0012	WN
0.0029	WO
0	WP
0	WQ
0.0003	WR
0.0004	WS
0.0004	WT
0.0001	WU
0	WV
0.0002	WW
0	WX
0.0001	WY
0	WZ
0.0001	XA
0	XB
0.0002	XC
0	XD
0.0001	XE
0	XF
0	XG
0	XH
0.0002	XI
0	XJ
0	XK
0	XL
0	XM
0	XN
0	XO
0.0003	XP
0	XQ
0	XR
0	XS
0.0003	XT
0	XU
0	XV
0	XW
0	XX
0	XY
0	XZ
0.0018	YA
0.0007	YB
0.0006	YC
0.0006	YD
0.0014	YE
0.0007	YF
0.0003	YG
0.001	YH
0.0011	YI
0.0001	YJ
0.0001	YK
0.0004	YL
0.0006	YM
0.0003	YN
0.0036	YO
0.0004	YP
0	YQ
0.0003	YR
0.0019	YS
0.002	YT
0.0001	YU
0.0001	YV
0.0012	YW
0	YX
0.0002	YY
0	YZ
0.0001	ZA
0	ZB
0	ZC
0	ZD
0.0003	ZE
0	ZF
0	ZG
0	ZH
0.0001	ZI
0	ZJ
0	ZK
0	ZL
0	ZM
0	ZN
0	ZO
0	ZP
0	ZQ
0	ZR
0	ZS
0	ZT
0	ZU
0	ZV
0	ZW
0	ZX
0	ZY
0	ZZ
	
	#REF!
	
	
